Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Fri,2019-08-02,19:45 (13:45),Luton Town,3–3,Middlesbrough,10053,Kenilworth Road Stadium,Oliver Langford,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Barnsley,1–0,Fulham,14823,Oakwell Stadium,Andrew Davies,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Blackburn,1–2,Charlton Ath,14184,Ewood Park,Andy Woolmer,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Reading,1–3,Sheffield Weds,16319,Madejski Stadium,James Linington,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Brentford,0–1,Birmingham City,11332,Griffin Park,Gavin Ward,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Millwall,1–0,Preston,14923,The Den,Steve Martin,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Stoke City,1–2,QPR,24004,Bet365 Stadium,Darren Bond,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Swansea City,2–1,Hull City,15741,Liberty Stadium,John Brooks,Match Report,
1,Sat,2019-08-03,15:00 (09:00),Wigan Athletic,3–2,Cardiff City,12169,The DW Stadium,David Webb,Match Report,
1,Sat,2019-08-03,17:30 (11:30),Nott'ham Forest,1–2,West Brom,27592,The City Ground,Darren England,Match Report,
1,Sun,2019-08-04,16:30 (10:30),Bristol City,1–3,Leeds United,23553,Ashton Gate Stadium,Tim Robinson,Match Report,
1,Mon,2019-08-05,19:45 (13:45),Huddersfield,1–2,Derby County,22596,The John Smith's Stadium,Geoff Eltringham,Match Report,
,,,,,,,,,,,
2,Sat,2019-08-10,12:30 (06:30),Leeds United,1–1,Nott'ham Forest,35453,Elland Road,Robert Jones,Match Report,
2,Sat,2019-08-10,15:00 (09:00),West Brom,1–1,Millwall,24305,The Hawthorns,David Webb,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Sheffield Weds,2–0,Barnsley,28028,Hillsborough Stadium,Tony Harrington,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Cardiff City,2–1,Luton Town,24724,Cardiff City Stadium,Darren Bond,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Charlton Ath,3–1,Stoke City,17848,The Valley,Simon Hooper,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Hull City,2–1,Reading,10673,Kingston Communications Stadium,Matt Donohue,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Preston,3–0,Wigan Athletic,14789,Deepdale Stadium,Jeremy Simpson,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Middlesbrough,0–1,Brentford,21911,Riverside Stadium,Steve Martin,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Birmingham City,1–1,Bristol City,21808,St Andrew's Trillion Trophy Stadium,Oliver Langford,Match Report,
2,Sat,2019-08-10,15:00 (09:00),QPR,1–1,Huddersfield,14377,Kiyan Prince Foundation Stadium,Dean Whitestone,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Fulham,2–0,Blackburn,17987,Craven Cottage,Keith Stroud,Match Report,
2,Sat,2019-08-10,15:00 (09:00),Derby County,0–0,Swansea City,27337,iPro Stadium,Jarred Gillett,Match Report,
,,,,,,,,,,,
3,Fri,2019-08-16,19:45 (13:45),Huddersfield,1–2,Fulham,20775,The John Smith's Stadium,James Linington,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Swansea City,3–2,Preston,15250,Liberty Stadium,Dean Whitestone,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Wigan Athletic,0–2,Leeds United,14819,The DW Stadium,Andy Madley,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Brentford,1–1,Hull City,11000,Griffin Park,Darren England,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Stoke City,2–2,Derby County,23863,Bet365 Stadium,Tim Robinson,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Blackburn,1–0,Middlesbrough,14012,Ewood Park,Jarred Gillett,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Barnsley,2–2,Charlton Ath,13006,Oakwell Stadium,Matt Donohue,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Luton Town,1–2,West Brom,10059,Kenilworth Road Stadium,Andy Woolmer,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Nott'ham Forest,3–0,Birmingham City,27281,The City Ground,Tony Harrington,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Bristol City,2–0,QPR,21654,Ashton Gate Stadium,Robert Jones,Match Report,
3,Sat,2019-08-17,15:00 (09:00),Millwall,1–0,Sheffield Weds,15017,The Den,Gavin Ward,Match Report,
3,Sun,2019-08-18,12:00 (06:00),Reading,3–0,Cardiff City,14252,Madejski Stadium,Andrew Davies,Match Report,
,,,,,,,,,,,
4,Tue,2019-08-20,19:45 (13:45),Hull City,0–1,Blackburn,10240,Kingston Communications Stadium,Jeremy Simpson,Match Report,
4,Tue,2019-08-20,19:45 (13:45),Birmingham City,2–0,Barnsley,20061,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,Match Report,
4,Tue,2019-08-20,19:45 (13:45),Sheffield Weds,1–0,Luton Town,23353,Hillsborough Stadium,David Webb,Match Report,
4,Tue,2019-08-20,19:45 (13:45),Derby County,1–2,Bristol City,25546,iPro Stadium,Steve Martin,Match Report,
4,Tue,2019-08-20,19:45 (13:45),Middlesbrough,1–0,Wigan Athletic,18649,Riverside Stadium,Keith Stroud,Match Report,
4,Wed,2019-08-21,19:45 (13:45),Leeds United,1–0,Brentford,35004,Elland Road,Andrew Davies,Match Report,
4,Wed,2019-08-21,19:45 (13:45),Fulham,4–0,Millwall,17066,Craven Cottage,Darren Bond,Match Report,
4,Wed,2019-08-21,19:45 (13:45),Preston,3–1,Stoke City,11973,Deepdale Stadium,John Brooks,Match Report,
4,Wed,2019-08-21,19:45 (13:45),Cardiff City,2–1,Huddersfield,21821,Cardiff City Stadium,Jarred Gillett,Match Report,
4,Wed,2019-08-21,19:45 (13:45),Charlton Ath,1–1,Nott'ham Forest,17204,The Valley,Oliver Langford,Match Report,
4,Wed,2019-08-21,19:45 (13:45),QPR,1–3,Swansea City,12287,Kiyan Prince Foundation Stadium,Paul Tierney,Match Report,
4,Wed,2019-08-21,20:00 (14:00),West Brom,1–1,Reading,21803,The Hawthorns,Peter Bankes,Match Report,
,,,,,,,,,,,
5,Sat,2019-08-24,12:30 (06:30),Derby County,1–1,West Brom,26718,iPro Stadium,Gavin Ward,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Huddersfield,0–2,Reading,21847,The John Smith's Stadium,Tony Harrington,Match Report,
5,Sat,2019-08-24,15:00 (09:00),QPR,3–1,Wigan Athletic,11921,Kiyan Prince Foundation Stadium,Matt Donohue,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Blackburn,0–0,Cardiff City,13291,Ewood Park,David Coote,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Middlesbrough,1–1,Millwall,19279,Riverside Stadium,John Brooks,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Barnsley,1–3,Luton Town,13250,Oakwell Stadium,Steve Martin,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Fulham,1–2,Nott'ham Forest,18186,Craven Cottage,Peter Bankes,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Hull City,1–3,Bristol City,10458,Kingston Communications Stadium,Dean Whitestone,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Preston,2–1,Sheffield Weds,15715,Deepdale Stadium,Robert Jones,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Charlton Ath,1–0,Brentford,16771,The Valley,Tim Robinson,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Stoke City,0–3,Leeds United,24090,Bet365 Stadium,Darren England,Match Report,
5,Sun,2019-08-25,12:00 (06:00),Swansea City,3–0,Birmingham City,17277,Liberty Stadium,Andy Woolmer,Match Report,
,,,,,,,,,,,
6,Fri,2019-08-30,19:45 (13:45),Cardiff City,1–1,Fulham,22631,Cardiff City Stadium,Tim Robinson,Match Report,
6,Sat,2019-08-31,12:30 (06:30),Bristol City,2–2,Middlesbrough,20757,Ashton Gate Stadium,Lee Mason,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Millwall,1–1,Hull City,12495,The Den,Oliver Langford,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Wigan Athletic,0–0,Barnsley,10214,The DW Stadium,Andy Woolmer,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Luton Town,2–1,Huddersfield,10062,Kenilworth Road Stadium,Andrew Davies,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Birmingham City,2–1,Stoke City,20652,St Andrew's Trillion Trophy Stadium,James Linington,Match Report,
6,Sat,2019-08-31,15:00 (09:00),West Brom,3–2,Blackburn,23792,The Hawthorns,Tony Harrington,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Brentford,3–0,Derby County,11055,Griffin Park,David Webb,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Reading,0–2,Charlton Ath,16906,Madejski Stadium,Jarred Gillett,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Sheffield Weds,1–2,QPR,23446,Hillsborough Stadium,John Brooks,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Leeds United,0–1,Swansea City,34935,Elland Road,Darren Bond,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Nott'ham Forest,1–1,Preston,27249,The City Ground,Geoff Eltringham,Match Report,
,,,,,,,,,,,
7,Fri,2019-09-13,19:45 (13:45),Derby County,1–1,Cardiff City,25873,iPro Stadium,Darren England,Match Report,
7,Sat,2019-09-14,12:30 (06:30),Fulham,1–1,West Brom,17770,Craven Cottage,David Webb,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Preston,2–0,Brentford,12873,Deepdale Stadium,David Coote,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Charlton Ath,0–1,Birmingham City,18752,The Valley,Matt Donohue,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Hull City,2–2,Wigan Athletic,10069,Kingston Communications Stadium,Gavin Ward,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Stoke City,1–2,Bristol City,22357,Bet365 Stadium,Geoff Eltringham,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Blackburn,2–0,Millwall,11873,Ewood Park,Dean Whitestone,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Swansea City,0–1,Nott'ham Forest,17102,Liberty Stadium,James Linington,Match Report,
7,Sat,2019-09-14,15:00 (09:00),QPR,3–2,Luton Town,16186,Kiyan Prince Foundation Stadium,Jeremy Simpson,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Middlesbrough,1–0,Reading,19414,Riverside Stadium,Robert Jones,Match Report,
7,Sun,2019-09-15,12:00 (06:00),Huddersfield,0–2,Sheffield Weds,22754,The John Smith's Stadium,Simon Hooper,Match Report,
7,Sun,2019-09-15,12:30 (06:30),Barnsley,0–2,Leeds United,17598,Oakwell Stadium,Keith Stroud,Match Report,
,,,,,,,,,,,
8,Sat,2019-09-21,12:30 (06:30),Leeds United,1–1,Derby County,34741,Elland Road,Oliver Langford,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Sheffield Weds,1–1,Fulham,23342,Hillsborough Stadium,Geoff Eltringham,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Nott'ham Forest,1–0,Barnsley,29202,The City Ground,Jarred Gillett,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Wigan Athletic,2–0,Charlton Ath,9567,The DW Stadium,Andrew Davies,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Bristol City,0–0,Swansea City,22885,Ashton Gate Stadium,Tony Harrington,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Millwall,1–2,QPR,16808,The Den,Peter Bankes,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Cardiff City,1–0,Middlesbrough,23141,Cardiff City Stadium,Darren Bond,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Brentford,0–0,Stoke City,11870,Griffin Park,Andy Woolmer,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Birmingham City,0–1,Preston,20806,St Andrew's Trillion Trophy Stadium,Steve Martin,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Reading,1–2,Blackburn,16906,Madejski Stadium,Matt Donohue,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Luton Town,0–3,Hull City,10066,Kenilworth Road Stadium,Andy Madley,Match Report,
8,Sun,2019-09-22,12:00 (06:00),West Brom,4–2,Huddersfield,23577,The Hawthorns,Tim Robinson,Match Report,
,,,,,,,,,,,
9,Fri,2019-09-27,19:45 (13:45),Fulham,2–0,Wigan Athletic,18253,Craven Cottage,Dean Whitestone,Match Report,
9,Fri,2019-09-27,20:00 (14:00),Stoke City,2–3,Nott'ham Forest,23800,Bet365 Stadium,Andy Madley,Match Report,
9,Sat,2019-09-28,12:30 (06:30),QPR,0–2,West Brom,13959,Kiyan Prince Foundation Stadium,Geoff Eltringham,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Middlesbrough,1–4,Sheffield Weds,22075,Riverside Stadium,James Linington,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Blackburn,1–2,Luton Town,15319,Ewood Park,Gavin Ward,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Huddersfield,1–1,Millwall,20781,The John Smith's Stadium,Jeremy Simpson,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Preston,3–3,Bristol City,12005,Deepdale Stadium,Andrew Davies,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Swansea City,1–1,Reading,16036,Liberty Stadium,Keith Stroud,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Derby County,3–2,Birmingham City,28454,iPro Stadium,Simon Hooper,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Charlton Ath,1–0,Leeds United,21808,The Valley,John Brooks,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Hull City,2–2,Cardiff City,10756,Kingston Communications Stadium,Jarred Gillett,Match Report,
9,Sun,2019-09-29,13:30 (07:30),Barnsley,1–3,Brentford,12188,Oakwell Stadium,David Webb,Match Report,
,,,,,,,,,,,
10,Tue,2019-10-01,19:45 (13:45),Hull City,1–0,Sheffield Weds,11590,Kingston Communications Stadium,Andrew Davies,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Wigan Athletic,1–0,Birmingham City,9244,The DW Stadium,Tim Robinson,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Leeds United,1–0,West Brom,34648,Elland Road,David Coote,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Blackburn,1–1,Nott'ham Forest,12521,Ewood Park,Steve Martin,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Middlesbrough,1–1,Preston,17961,Riverside Stadium,Darren England,Match Report,
10,Tue,2019-10-01,20:00 (14:00),Reading,1–4,Fulham,13809,Madejski Stadium,Andy Woolmer,Match Report,
10,Tue,2019-10-01,20:00 (14:00),Stoke City,0–1,Huddersfield,20372,Bet365 Stadium,Robert Jones,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Charlton Ath,1–2,Swansea City,15741,The Valley,Peter Bankes,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Cardiff City,3–0,QPR,21387,Cardiff City Stadium,Matt Donohue,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Brentford,1–1,Bristol City,11433,Griffin Park,Oliver Langford,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Luton Town,1–1,Millwall,10049,Kenilworth Road Stadium,Darren Bond,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Barnsley,2–2,Derby County,13634,Oakwell Stadium,Tony Harrington,Match Report,
,,,,,,,,,,,
11,Fri,2019-10-04,19:45 (13:45),Birmingham City,2–1,Middlesbrough,19703,St Andrew's Trillion Trophy Stadium,Jeremy Simpson,Match Report,
11,Sat,2019-10-05,12:30 (06:30),Fulham,2–2,Charlton Ath,18654,Craven Cottage,Keith Stroud,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Millwall,2–1,Leeds United,16311,The Den,James Linington,Match Report,
11,Sat,2019-10-05,15:00 (09:00),West Brom,4–2,Cardiff City,25140,The Hawthorns,John Brooks,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Nott'ham Forest,1–0,Brentford,27598,The City Ground,Dean Whitestone,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Bristol City,1–0,Reading,21419,Ashton Gate Stadium,Steve Martin,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Sheffield Weds,1–0,Wigan Athletic,22753,Hillsborough Stadium,Lee Mason,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Huddersfield,3–0,Hull City,21702,The John Smith's Stadium,David Webb,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Preston,5–1,Barnsley,12431,Deepdale Stadium,Gavin Ward,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Derby County,2–0,Luton Town,27944,iPro Stadium,Geoff Eltringham,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Swansea City,1–2,Stoke City,16612,Liberty Stadium,Oliver Langford,Match Report,
11,Sat,2019-10-05,15:00 (09:00),QPR,4–2,Blackburn,13560,Kiyan Prince Foundation Stadium,Simon Hooper,Match Report,
,,,,,,,,,,,
12,Fri,2019-10-18,19:45 (13:45),Cardiff City,1–1,Sheffield Weds,22486,Cardiff City Stadium,Keith Stroud,Match Report,
12,Sat,2019-10-19,12:30 (06:30),Blackburn,2–2,Huddersfield,13761,Ewood Park,Darren Bond,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Stoke City,2–0,Fulham,23189,Bet365 Stadium,Andrew Davies,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Charlton Ath,3–0,Derby County,19408,The Valley,Steve Martin,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Reading,1–0,Preston,14135,Madejski Stadium,Dean Whitestone,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Luton Town,3–0,Bristol City,10064,Kenilworth Road Stadium,Graham Scott,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Leeds United,1–0,Birmingham City,35731,Elland Road,Robert Jones,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Brentford,3–2,Millwall,10886,Griffin Park,Stuart Attwell,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Barnsley,1–1,Swansea City,12424,Oakwell Stadium,Andy Woolmer,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Hull City,2–3,QPR,10285,Kingston Communications Stadium,Tony Harrington,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Middlesbrough,0–1,West Brom,20174,Riverside Stadium,Oliver Langford,Match Report,
12,Sun,2019-10-20,14:00 (08:00),Wigan Athletic,1–0,Nott'ham Forest,13077,The DW Stadium,Matt Donohue,Match Report,
,,,,,,,,,,,
13,Tue,2019-10-22,19:45 (13:45),Birmingham City,1–0,Blackburn,18561,St Andrew's Trillion Trophy Stadium,Darren England,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Millwall,2–2,Cardiff City,11769,The Den,Tim Robinson,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Sheffield Weds,1–0,Stoke City,22460,Hillsborough Stadium,Andy Madley,Match Report,
13,Tue,2019-10-22,19:45 (13:45),QPR,2–2,Reading,12330,Kiyan Prince Foundation Stadium,Jeremy Simpson,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Swansea City,0–3,Brentford,15875,Liberty Stadium,Gavin Ward,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Preston,1–1,Leeds United,18275,Deepdale Stadium,Kevin Friend,Match Report,
13,Tue,2019-10-22,20:00 (14:00),West Brom,2–2,Barnsley,22086,The Hawthorns,Darren Bond,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Huddersfield,0–0,Middlesbrough,22839,The John Smith's Stadium,Tony Harrington,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Fulham,3–2,Luton Town,18082,Craven Cottage,John Brooks,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Bristol City,2–1,Charlton Ath,20916,Ashton Gate Stadium,James Linington,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Derby County,1–0,Wigan Athletic,24697,iPro Stadium,Keith Stroud,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Nott'ham Forest,1–2,Hull City,27624,The City Ground,Oliver Langford,Match Report,
,,,,,,,,,,,
14,Sat,2019-10-26,12:30 (06:30),Sheffield Weds,0–0,Leeds United,27516,Hillsborough Stadium,Tim Robinson,Match Report,
14,Sat,2019-10-26,15:00 (09:00),West Brom,2–2,Charlton Ath,25356,The Hawthorns,Matt Donohue,Match Report,
14,Sat,2019-10-26,15:00 (09:00),Huddersfield,2–1,Barnsley,22718,The John Smith's Stadium,James Linington,Match Report,
